,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
256,FDW13,8.5,low fat,0.0984,canned,51.13,OUT017,2007,medium,Tier 2,supermarket type1,259.66
257,NCI17,8.64,low fat,0.1433,health and hygiene,96.34,OUT013,1987,high,Tier 3,supermarket type1,193.08
258,FDY03,17.6,regular,0.0763,meat,110.92,OUT045,2002,medium,Tier 2,supermarket type1,1687.8
259,FDS12,9.1,low fat,0.1751,baking goods,127.54,OUT017,2007,medium,Tier 2,supermarket type1,4655.94
260,FDJ55,12.8,regular,0.0235,meat,225.94,OUT013,1987,high,Tier 3,supermarket type1,4950.89
261,DRK01,7.63,low fat,0.0611,soft drinks,95.44,OUT035,2004,small,Tier 2,supermarket type1,1418.15
262,FDG28,9.28,regular,0.0496,frozen foods,246.41,OUT017,2007,medium,Tier 2,supermarket type1,1225.07
263,FDY38,13.6,regular,0.1194,dairy,231.03,OUT045,2002,medium,Tier 2,supermarket type1,5359.69
264,FDN01,8.9,low fat,0.0725,breakfast,176.24,OUT045,2002,medium,Tier 2,supermarket type1,1764.37
265,NCR54,16.35,low fat,0.0905,household,195.21,OUT013,1987,high,Tier 3,supermarket type1,2553.34
266,FDG29,17.6,low fat,0.0562,frozen foods,43.35,OUT013,1987,high,Tier 3,supermarket type1,1006.69
267,FDG24,7.98,low fat,0.0146,baking goods,85.22,OUT013,1987,high,Tier 3,supermarket type1,1081.92
268,FDG59,15.85,low fat,0.0435,starchy foods,36.72,OUT017,2007,medium,Tier 2,supermarket type1,308.93
269,FDM28,15.7,low fat,0.0452,frozen foods,178.67,OUT013,1987,high,Tier 3,supermarket type1,2516.72
270,FDW04,8.98,regular,0.0578,frozen foods,128.83,OUT046,1997,small,Tier 1,supermarket type1,1428.14
271,FDS26,20.35,low fat,0.0894,dairy,260.16,OUT013,1987,high,Tier 3,supermarket type1,2093.28
272,FDQ56,6.59,low fat,0.1055,fruits and vegetables,85.69,OUT013,1987,high,Tier 3,supermarket type1,1929.49
273,FDK51,19.85,low fat,0.0052,dairy,264.09,OUT035,2004,small,Tier 2,supermarket type1,5829.74
274,FDL22,16.85,low fat,0.0364,snack foods,91.45,OUT046,1997,small,Tier 1,supermarket type1,2082.62
277,FDY03,17.6,regular,0.0766,meat,110.52,OUT017,2007,medium,Tier 2,supermarket type1,450.08
278,FDK21,7.9,low fat,0.0168,snack foods,250.44,OUT010,1998,medium,Tier 3,grocery store,500.68
279,FDZ10,12.86,low fat,0.0442,snack foods,126.2,OUT027,1985,medium,Tier 3,supermarket type3,3668.56
280,FDZ32,7.78,regular,0.0383,fruits and vegetables,103.2,OUT018,2009,medium,Tier 3,supermarket type2,736.37
281,NCZ18,7.82,low fat,0.186,household,253.07,OUT035,2004,small,Tier 2,supermarket type1,6088.08
282,NCF07,12.86,low fat,0.0319,household,101.0,OUT027,1985,medium,Tier 3,supermarket type3,2125.23
283,DRE49,20.75,low fat,0.0214,soft drinks,153.0,OUT017,2007,medium,Tier 2,supermarket type1,2277.04
285,FDT39,6.26,regular,0.0099,meat,151.14,OUT035,2004,small,Tier 2,supermarket type1,2267.05
286,FDE08,18.2,low fat,0.0826,fruits and vegetables,147.37,OUT010,1998,medium,Tier 3,grocery store,296.95
287,NCD06,13.0,low fat,0.0997,household,46.31,OUT018,2009,medium,Tier 3,supermarket type2,559.27
288,FDB57,20.25,regular,0.0188,fruits and vegetables,222.18,OUT035,2004,small,Tier 2,supermarket type1,5559.43
289,NCT54,8.7,low fat,0.1197,household,95.51,OUT049,1999,medium,Tier 1,supermarket type1,1237.72
290,DRF49,7.27,low fat,0.0712,soft drinks,113.55,OUT045,2002,medium,Tier 2,supermarket type1,569.26
291,FDM25,12.86,regular,0.0604,breakfast,174.07,OUT027,1985,medium,Tier 3,supermarket type3,3866.97
292,FDF20,12.85,low fat,0.0333,fruits and vegetables,198.48,OUT045,2002,medium,Tier 2,supermarket type1,1379.54
293,FDH27,7.08,low fat,0.0586,dairy,142.71,OUT018,2009,medium,Tier 3,supermarket type2,1869.57
294,FDV60,12.86,regular,0.1168,baking goods,196.21,OUT027,1985,medium,Tier 3,supermarket type3,5499.51
295,FDY59,8.2,low fat,0.0315,baking goods,94.35,OUT049,1999,medium,Tier 1,supermarket type1,925.46
296,FDK36,7.09,low fat,0.0072,baking goods,47.9,OUT035,2004,small,Tier 2,supermarket type1,583.24
297,NCM31,6.1,low fat,0.0812,others,141.42,OUT046,1997,small,Tier 1,supermarket type1,1418.15
298,FDE33,19.35,regular,0.0499,fruits and vegetables,80.26,OUT017,2007,medium,Tier 2,supermarket type1,942.77
299,FDU36,6.15,low fat,0.0463,baking goods,99.34,OUT046,1997,small,Tier 1,supermarket type1,2364.92
300,FDV13,12.86,regular,0.0275,canned,87.99,OUT027,1985,medium,Tier 3,supermarket type3,3251.77
301,FDV20,12.86,regular,0.1047,fruits and vegetables,125.27,OUT019,1985,small,Tier 1,grocery store,254.34
302,NCQ54,17.7,low fat,0.0125,household,167.05,OUT035,2004,small,Tier 2,supermarket type1,5895.66
303,FDO23,17.85,low fat,0.147,breads,93.74,OUT018,2009,medium,Tier 3,supermarket type2,1134.52
305,DRP47,15.75,low fat,0.1414,hard drinks,250.54,OUT017,2007,medium,Tier 2,supermarket type1,2775.72
306,FDB21,7.48,low fat,0.1488,fruits and vegetables,241.29,OUT045,2002,medium,Tier 2,supermarket type1,5317.08
307,FDR04,7.08,low fat,0.0,frozen foods,98.01,OUT018,2009,medium,Tier 3,supermarket type2,874.86
308,FDX23,6.44,low fat,0.0297,baking goods,92.64,OUT046,1997,small,Tier 1,supermarket type1,1039.98
309,FDX19,19.1,low fat,0.0967,fruits and vegetables,235.1,OUT035,2004,small,Tier 2,supermarket type1,3038.05
310,FDD40,20.25,regular,0.0148,dairy,193.62,OUT035,2004,small,Tier 2,supermarket type1,3848.32
311,FDA01,15.0,regular,0.0544,canned,59.19,OUT046,1997,small,Tier 1,supermarket type1,527.31
312,FDS33,6.67,regular,0.1234,snack foods,89.15,OUT046,1997,small,Tier 1,supermarket type1,2390.89
313,FDM50,12.86,regular,0.0299,canned,60.22,OUT027,1985,medium,Tier 3,supermarket type3,1677.82
314,FDB29,16.7,regular,0.0524,frozen foods,112.72,OUT013,1987,high,Tier 3,supermarket type1,801.62
315,FDF46,7.07,low fat,0.0939,snack foods,115.58,OUT045,2002,medium,Tier 2,supermarket type1,1267.02
316,FDA33,6.48,low fat,0.034,snack foods,148.01,OUT045,2002,medium,Tier 2,supermarket type1,886.85
317,FDC08,19.0,regular,0.1732,fruits and vegetables,228.27,OUT010,1998,medium,Tier 3,grocery store,452.74
318,FDB53,13.35,low fat,0.1397,frozen foods,147.54,OUT045,2002,medium,Tier 2,supermarket type1,3877.62
319,FDY31,12.86,low fat,0.0434,fruits and vegetables,146.64,OUT027,1985,medium,Tier 3,supermarket type3,4414.25
320,DRQ35,12.86,low fat,0.0421,hard drinks,122.44,OUT027,1985,medium,Tier 3,supermarket type3,5448.91
321,FDX36,9.7,regular,0.1285,baking goods,223.94,OUT049,1999,medium,Tier 1,supermarket type1,4950.89
322,DRD13,15.0,low fat,0.0494,soft drinks,62.62,OUT017,2007,medium,Tier 2,supermarket type1,958.75
323,FDC52,11.15,regular,0.0083,dairy,149.97,OUT017,2007,medium,Tier 2,supermarket type1,1956.12
324,FDB45,20.85,low fat,0.0214,fruits and vegetables,103.23,OUT049,1999,medium,Tier 1,supermarket type1,2404.2
325,NCK19,9.8,low fat,0.1514,others,194.35,OUT010,1998,medium,Tier 3,grocery store,387.5
326,FDV51,16.35,low fat,0.0325,meat,165.08,OUT013,1987,high,Tier 3,supermarket type1,994.71
327,FDZ35,9.6,regular,0.0223,breads,101.3,OUT045,2002,medium,Tier 2,supermarket type1,1754.38
328,NCW17,12.86,low fat,0.0193,health and hygiene,130.0,OUT027,1985,medium,Tier 3,supermarket type3,3340.98
329,FDV59,13.35,low fat,0.0481,breads,216.72,OUT045,2002,medium,Tier 2,supermarket type1,3918.9
330,DRH39,20.7,low fat,0.0926,dairy,76.37,OUT013,1987,high,Tier 3,supermarket type1,306.27
331,FDN60,12.86,low fat,0.0947,baking goods,158.46,OUT027,1985,medium,Tier 3,supermarket type3,4278.43
332,FDU55,16.2,low fat,0.036,fruits and vegetables,260.63,OUT045,2002,medium,Tier 2,supermarket type1,4425.57
335,FDO01,12.86,regular,0.0206,breakfast,129.4,OUT027,1985,medium,Tier 3,supermarket type3,2055.99
336,NCO43,5.5,low fat,0.0471,others,101.3,OUT046,1997,small,Tier 1,supermarket type1,3339.65
338,FDF28,15.7,regular,0.0381,frozen foods,122.9,OUT017,2007,medium,Tier 2,supermarket type1,1992.07
339,FDM01,7.9,regular,0.0951,breakfast,104.43,OUT017,2007,medium,Tier 2,supermarket type1,2870.93
340,FDY49,12.86,regular,0.012,canned,164.52,OUT027,1985,medium,Tier 3,supermarket type3,2807.01
341,FDR24,17.35,regular,0.0628,baking goods,88.18,OUT013,1987,high,Tier 3,supermarket type1,539.3
342,NCY18,7.28,low fat,0.0311,household,174.31,OUT013,1987,high,Tier 3,supermarket type1,4377.64
343,NCY30,20.25,low fat,0.026,household,181.0,OUT045,2002,medium,Tier 2,supermarket type1,2716.46
344,FDJ22,12.86,low fat,0.0925,snack foods,190.95,OUT019,1985,small,Tier 1,grocery store,383.5
345,DRI37,15.85,low fat,0.1078,soft drinks,59.59,OUT049,1999,medium,Tier 1,supermarket type1,703.08
346,FDL27,6.17,low fat,0.0106,meat,66.38,OUT049,1999,medium,Tier 1,supermarket type1,1937.48
347,NCO30,19.5,low fat,0.0157,household,182.26,OUT049,1999,medium,Tier 1,supermarket type1,3307.69
348,NCB07,19.2,low fat,0.0776,household,197.61,OUT049,1999,medium,Tier 1,supermarket type1,3142.58
349,FDX25,16.7,low fat,0.0,canned,181.23,OUT018,2009,medium,Tier 3,supermarket type2,2554.01
350,FDP59,20.85,regular,0.0567,breads,104.06,OUT018,2009,medium,Tier 3,supermarket type2,1869.57
351,FDR59,14.5,regular,0.064,breads,260.46,OUT045,2002,medium,Tier 2,supermarket type1,5494.85
352,FDT27,11.4,regular,0.0695,meat,233.16,OUT013,1987,high,Tier 3,supermarket type1,6093.4
353,DRI01,7.97,low fat,0.0345,soft drinks,174.04,OUT046,1997,small,Tier 1,supermarket type1,2586.63
354,FDU09,7.71,regular,0.0667,snack foods,55.3,OUT049,1999,medium,Tier 1,supermarket type1,1255.7
355,FDH26,19.25,regular,0.0347,canned,141.75,OUT046,1997,small,Tier 1,supermarket type1,4093.34
356,FDH27,7.08,low fat,0.0583,dairy,142.21,OUT046,1997,small,Tier 1,supermarket type1,3163.88
357,FDN39,12.86,regular,0.0652,meat,166.08,OUT027,1985,medium,Tier 3,supermarket type3,5033.45
358,FDH40,11.6,regular,0.0789,frozen foods,79.93,OUT046,1997,small,Tier 1,supermarket type1,1137.19
359,FDJ56,12.86,low fat,0.1825,fruits and vegetables,98.77,OUT027,1985,medium,Tier 3,supermarket type3,2696.49
360,DRN47,12.1,low fat,0.0169,hard drinks,178.57,OUT018,2009,medium,Tier 3,supermarket type2,898.83
361,NCO17,10.0,low fat,0.0734,health and hygiene,118.24,OUT046,1997,small,Tier 1,supermarket type1,2756.41
362,FDX60,14.35,low fat,0.0808,baking goods,81.9,OUT045,2002,medium,Tier 2,supermarket type1,878.86
363,FDT22,10.4,low fat,0.1123,snack foods,58.22,OUT049,1999,medium,Tier 1,supermarket type1,659.14
364,FDX26,12.86,low fat,0.1537,dairy,182.63,OUT019,1985,small,Tier 1,grocery store,182.43
365,FDG45,8.1,low fat,0.1279,fruits and vegetables,211.49,OUT013,1987,high,Tier 3,supermarket type1,3610.63
366,FDD44,8.05,regular,0.0784,fruits and vegetables,256.46,OUT035,2004,small,Tier 2,supermarket type1,5153.29
367,FDS15,9.2,regular,0.0785,meat,108.76,OUT017,2007,medium,Tier 2,supermarket type1,2588.63
368,FDL51,20.7,regular,0.0477,dairy,212.59,OUT018,2009,medium,Tier 3,supermarket type2,1286.33
369,FDL32,15.7,regular,0.1232,fruits and vegetables,110.15,OUT017,2007,medium,Tier 2,supermarket type1,1230.4
370,FDZ07,12.86,regular,0.0,fruits and vegetables,60.22,OUT027,1985,medium,Tier 3,supermarket type3,1733.74
371,NCW53,12.86,low fat,0.0534,health and hygiene,193.82,OUT019,1985,small,Tier 1,grocery store,384.83
372,NCA54,16.5,low fat,0.0367,household,180.03,OUT045,2002,medium,Tier 2,supermarket type1,3969.5
374,FDO51,6.78,regular,0.0419,meat,41.21,OUT013,1987,high,Tier 3,supermarket type1,809.61
375,FDW49,19.5,low fat,0.0829,canned,178.6,OUT018,2009,medium,Tier 3,supermarket type2,1253.7
376,FDB27,7.58,low fat,0.0554,dairy,195.28,OUT046,1997,small,Tier 1,supermarket type1,5715.23
377,FDF45,18.2,regular,0.0122,fruits and vegetables,57.79,OUT013,1987,high,Tier 3,supermarket type1,1464.76
378,FDV02,16.75,low fat,0.0605,dairy,169.81,OUT013,1987,high,Tier 3,supermarket type1,3251.1
379,FDY28,7.47,regular,0.0,frozen foods,214.32,OUT035,2004,small,Tier 2,supermarket type1,4274.44
380,FDX31,12.86,regular,0.0148,fruits and vegetables,231.8,OUT027,1985,medium,Tier 3,supermarket type3,5375.0
381,FDR43,12.86,low fat,0.1607,fruits and vegetables,38.02,OUT027,1985,medium,Tier 3,supermarket type3,1318.28
382,FDP51,13.85,regular,0.0856,meat,119.41,OUT018,2009,medium,Tier 3,supermarket type2,2251.74
383,FDL52,6.64,regular,0.0464,frozen foods,37.45,OUT017,2007,medium,Tier 2,supermarket type1,1176.47
384,FDR44,6.11,regular,0.1029,fruits and vegetables,130.5,OUT046,1997,small,Tier 1,supermarket type1,3523.41
385,FDB34,15.25,low fat,0.0266,snack foods,86.22,OUT035,2004,small,Tier 2,supermarket type1,610.54
386,FDC50,15.85,low fat,0.0,canned,96.41,OUT035,2004,small,Tier 2,supermarket type1,1237.72
387,FDT57,15.2,low fat,0.0319,snack foods,235.12,OUT010,1998,medium,Tier 3,grocery store,474.05
388,FDP22,12.86,regular,0.0,snack foods,52.67,OUT027,1985,medium,Tier 3,supermarket type3,717.73
389,DRE49,20.75,low fat,0.0213,soft drinks,150.5,OUT046,1997,small,Tier 1,supermarket type1,2580.64
390,FDM40,10.2,low fat,0.1599,frozen foods,143.22,OUT046,1997,small,Tier 1,supermarket type1,2552.68
391,FDY32,7.6,low fat,0.1295,fruits and vegetables,164.02,OUT045,2002,medium,Tier 2,supermarket type1,3914.9
392,FDW07,18.0,regular,0.1427,fruits and vegetables,88.55,OUT046,1997,small,Tier 1,supermarket type1,796.96
393,FDU02,12.86,low fat,0.1795,dairy,228.94,OUT019,1985,small,Tier 1,grocery store,916.14
394,NCF18,18.35,low fat,0.0892,household,191.35,OUT045,2002,medium,Tier 2,supermarket type1,3259.76
395,FDQ56,6.59,low fat,0.1058,fruits and vegetables,84.89,OUT049,1999,medium,Tier 1,supermarket type1,1677.82
396,FDN58,13.8,regular,0.057,snack foods,230.1,OUT049,1999,medium,Tier 1,supermarket type1,3707.17
397,FDG35,21.2,regular,0.007,starchy foods,173.57,OUT046,1997,small,Tier 1,supermarket type1,2954.15
398,FDY34,10.5,regular,0.011,snack foods,166.48,OUT018,2009,medium,Tier 3,supermarket type2,2652.55
399,NCE19,8.97,low fat,0.0932,household,52.8,OUT045,2002,medium,Tier 2,supermarket type1,1037.32
400,NCK31,12.86,low fat,0.0269,others,50.97,OUT027,1985,medium,Tier 3,supermarket type3,717.73
401,NCJ29,10.6,low fat,0.0353,health and hygiene,86.12,OUT045,2002,medium,Tier 2,supermarket type1,426.11
403,NCX41,19.0,low fat,0.0177,health and hygiene,211.02,OUT046,1997,small,Tier 1,supermarket type1,3811.04
404,FDU45,12.86,regular,0.0353,snack foods,115.35,OUT027,1985,medium,Tier 3,supermarket type3,2277.04
405,FDW24,12.86,low fat,0.0657,baking goods,48.9,OUT019,1985,small,Tier 1,grocery store,48.6
406,FDF22,6.86,low fat,0.0569,snack foods,212.82,OUT049,1999,medium,Tier 1,supermarket type1,5770.49
407,FDM60,10.8,regular,0.0481,baking goods,40.21,OUT046,1997,small,Tier 1,supermarket type1,690.43
408,FDR02,16.7,low fat,0.022,dairy,110.29,OUT013,1987,high,Tier 3,supermarket type1,1890.21
409,DRP35,12.86,low fat,0.0904,hard drinks,126.23,OUT027,1985,medium,Tier 3,supermarket type3,3195.84
410,FDS48,15.15,low fat,0.0278,baking goods,150.17,OUT046,1997,small,Tier 1,supermarket type1,1504.71
411,NCZ42,10.5,low fat,0.0,household,238.32,OUT010,1998,medium,Tier 3,grocery store,711.07
412,FDZ38,17.6,low fat,0.008,dairy,174.24,OUT018,2009,medium,Tier 3,supermarket type2,4311.06
413,FDH19,19.35,low fat,0.0331,meat,175.47,OUT046,1997,small,Tier 1,supermarket type1,521.32
414,NCB55,15.7,low fat,0.1607,household,59.46,OUT046,1997,small,Tier 1,supermarket type1,829.59
415,FDC15,18.1,low fat,0.179,dairy,155.53,OUT017,2007,medium,Tier 2,supermarket type1,1571.29
416,FDF11,10.2,regular,0.0176,starchy foods,239.65,OUT035,2004,small,Tier 2,supermarket type1,2403.54
417,FDW35,12.86,low fat,0.0194,breads,41.65,OUT019,1985,small,Tier 1,grocery store,83.89
418,FDB44,6.66,low fat,0.017,fruits and vegetables,211.06,OUT045,2002,medium,Tier 2,supermarket type1,844.23
419,NCC06,19.0,low fat,0.0271,household,127.33,OUT017,2007,medium,Tier 2,supermarket type1,2940.17
420,FDR04,7.08,low fat,0.0378,frozen foods,98.01,OUT010,1998,medium,Tier 3,grocery store,291.62
421,FDB17,13.15,low fat,0.0367,frozen foods,181.3,OUT045,2002,medium,Tier 2,supermarket type1,3259.76
422,FDW43,20.1,regular,0.0225,fruits and vegetables,226.8,OUT049,1999,medium,Tier 1,supermarket type1,3415.55
423,FDA27,20.35,regular,0.0,dairy,256.77,OUT018,2009,medium,Tier 3,supermarket type2,5624.68
425,FDY56,16.35,regular,0.0625,fruits and vegetables,227.11,OUT049,1999,medium,Tier 1,supermarket type1,5642.66
426,FDV39,11.3,low fat,0.0073,meat,196.24,OUT018,2009,medium,Tier 3,supermarket type2,4943.56
427,FDN32,17.5,low fat,0.0156,fruits and vegetables,182.63,OUT018,2009,medium,Tier 3,supermarket type2,3135.25
428,FDW07,18.0,regular,0.143,fruits and vegetables,87.45,OUT045,2002,medium,Tier 2,supermarket type1,796.96
429,FDZ27,7.94,low fat,0.0172,dairy,51.54,OUT045,2002,medium,Tier 2,supermarket type1,848.9
430,FDW23,12.86,low fat,0.1436,baking goods,37.32,OUT019,1985,small,Tier 1,grocery store,38.62
431,FDU01,20.25,regular,0.012,canned,184.59,OUT046,1997,small,Tier 1,supermarket type1,4997.49
432,FDF10,15.5,regular,0.1572,snack foods,149.14,OUT049,1999,medium,Tier 1,supermarket type1,588.57
433,DRH03,12.86,low fat,0.0614,dairy,91.81,OUT019,1985,small,Tier 1,grocery store,372.85
435,DRI13,15.35,low fat,0.0203,soft drinks,218.05,OUT013,1987,high,Tier 3,supermarket type1,3038.71
436,NCR05,10.1,low fat,0.0546,health and hygiene,200.21,OUT046,1997,small,Tier 1,supermarket type1,1587.27
437,FDB29,16.7,regular,0.0525,frozen foods,115.42,OUT045,2002,medium,Tier 2,supermarket type1,687.11
438,FDL51,20.7,regular,0.0476,dairy,213.49,OUT049,1999,medium,Tier 1,supermarket type1,1929.49
439,FDB11,16.0,low fat,0.0608,starchy foods,223.84,OUT013,1987,high,Tier 3,supermarket type1,3600.65
440,FDI35,14.0,low fat,0.0413,starchy foods,180.76,OUT046,1997,small,Tier 1,supermarket type1,2181.16
441,FDX08,12.85,low fat,0.0226,fruits and vegetables,181.43,OUT046,1997,small,Tier 1,supermarket type1,3428.2
442,FDP59,20.85,regular,0.0566,breads,105.66,OUT045,2002,medium,Tier 2,supermarket type1,623.19
443,NCJ18,12.35,low fat,0.1642,household,120.51,OUT049,1999,medium,Tier 1,supermarket type1,2133.22
444,FDJ41,6.85,low fat,0.023,frozen foods,261.66,OUT018,2009,medium,Tier 3,supermarket type2,3401.57
445,FDU08,10.3,low fat,0.0273,fruits and vegetables,101.0,OUT035,2004,small,Tier 2,supermarket type1,1289.65
446,FDS09,12.86,regular,0.142,snack foods,49.6,OUT019,1985,small,Tier 1,grocery store,50.6
447,DRH15,8.78,low fat,0.0,dairy,45.94,OUT013,1987,high,Tier 3,supermarket type1,790.97
448,NCV17,18.85,low fat,0.0162,health and hygiene,129.26,OUT017,2007,medium,Tier 2,supermarket type1,3147.9
449,NCO54,12.86,low fat,0.0142,household,56.76,OUT027,1985,medium,Tier 3,supermarket type3,2486.76
450,FDE24,14.85,low fat,0.0934,baking goods,141.08,OUT035,2004,small,Tier 2,supermarket type1,1139.85
451,FDH53,20.5,regular,0.0192,frozen foods,84.36,OUT046,1997,small,Tier 1,supermarket type1,1816.3
452,FDZ13,7.84,regular,0.1541,canned,51.94,OUT018,2009,medium,Tier 3,supermarket type2,199.74
453,FDW28,18.25,low fat,0.089,frozen foods,196.75,OUT045,2002,medium,Tier 2,supermarket type1,978.73
454,FDU46,10.3,regular,0.0111,snack foods,85.85,OUT013,1987,high,Tier 3,supermarket type1,2683.17
455,NCE43,12.5,low fat,0.1034,household,169.94,OUT035,2004,small,Tier 2,supermarket type1,2897.56
457,FDB14,20.25,regular,0.1027,canned,93.21,OUT046,1997,small,Tier 1,supermarket type1,1957.45
458,DRB48,12.86,regular,0.0247,soft drinks,40.28,OUT027,1985,medium,Tier 3,supermarket type3,1296.31
459,NCC42,15.0,low fat,0.0449,health and hygiene,140.38,OUT013,1987,high,Tier 3,supermarket type1,2528.71
460,FDQ20,8.32,low fat,0.0298,fruits and vegetables,38.71,OUT013,1987,high,Tier 3,supermarket type1,284.3
461,FDA13,15.85,low fat,0.079,canned,38.65,OUT017,2007,medium,Tier 2,supermarket type1,759.01
462,FDZ15,13.1,low fat,0.0209,dairy,117.38,OUT046,1997,small,Tier 1,supermarket type1,1787.67
463,NCV42,6.26,low fat,0.0316,household,111.32,OUT017,2007,medium,Tier 2,supermarket type1,2431.5
464,DRI51,17.25,low fat,0.0424,dairy,173.18,OUT018,2009,medium,Tier 3,supermarket type2,4466.19
465,FDO28,5.76,low fat,0.0723,frozen foods,119.91,OUT035,2004,small,Tier 2,supermarket type1,2048.67
466,NCS54,13.6,low fat,0.01,household,175.44,OUT013,1987,high,Tier 3,supermarket type1,1940.81
467,FDH16,10.5,low fat,0.0529,frozen foods,88.78,OUT017,2007,medium,Tier 2,supermarket type1,2067.31
468,FDG24,7.98,low fat,0.0147,baking goods,85.12,OUT045,2002,medium,Tier 2,supermarket type1,2663.2
469,FDR52,12.65,regular,0.0764,frozen foods,192.18,OUT018,2009,medium,Tier 3,supermarket type2,1146.51
470,NCH06,12.3,low fat,0.0767,household,247.85,OUT045,2002,medium,Tier 2,supermarket type1,3448.84
471,FDA36,5.98,low fat,0.0057,baking goods,184.89,OUT045,2002,medium,Tier 2,supermarket type1,1665.83
473,FDT09,15.15,regular,0.0123,snack foods,132.53,OUT049,1999,medium,Tier 1,supermarket type1,1713.77
474,FDU25,12.35,low fat,0.0267,canned,56.42,OUT046,1997,small,Tier 1,supermarket type1,810.94
475,FDK41,14.3,low fat,0.1275,frozen foods,84.92,OUT046,1997,small,Tier 1,supermarket type1,1193.11
476,NCT54,8.7,low fat,0.1195,household,93.41,OUT035,2004,small,Tier 2,supermarket type1,856.88
477,FDV51,16.35,low fat,0.0545,meat,163.88,OUT010,1998,medium,Tier 3,grocery store,165.78
478,FDM24,6.14,regular,0.0,baking goods,151.34,OUT045,2002,medium,Tier 2,supermarket type1,1057.96
